DR_NO,Part 1-2,Crm Cd,Crm Cd Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4
201000696.0,1.0,210.0,ROBBERY,210.0,998.0,,
200114198.0,2.0,946.0,OTHER MISCELLANEOUS CRIME,946.0,998.0,,
201215614.0,1.0,821.0,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,,,,
200314767.0,2.0,,THEFT OF IDENTITY,354.0,,,
200915334.0,1.0,310.0,BURGLARY,310.0,,,
200117882.0,1.0,761.0,,761.0,998.0,,
200514755.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201220719.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,,,BATTERY - SIMPLE ASSAULT,,,,
201213063.0,,,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
,1.0,236.0,,236.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200120954.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
,,,,420.0,,,
200614524.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200305710.0,,,BATTERY WITH SEXUAL CONTACT,860.0,,,
200506926.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
,1.0,510.0,,510.0,,,
200311870.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200119553.0,,210.0,ROBBERY,210.0,,,
200407659.0,,510.0,VEHICLE - STOLEN,510.0,,,
200218075.0,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201307836.0,,,"RAPE, FORCIBLE",121.0,998.0,,
200505504.0,1.0,510.0,VEHICLE - STOLEN,,,,
200404697.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200310596.0,1.0,,,251.0,,,
200318805.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
,1.0,,VEHICLE - STOLEN,510.0,,,
200214169.0,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200607038.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
,2.0,740.0,,,,,
201107988.0,1.0,510.0,VEHICLE - STOLEN,,,,
200110450.0,,,VEHICLE - STOLEN,510.0,,,
201116268.0,2.0,626.0,,,,,
200706494.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200916250.0,,,,354.0,,,
,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200516138.0,1.0,210.0,,210.0,,,
200112446.0,1.0,,ROBBERY,210.0,998.0,,
201304497.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
,1.0,210.0,ROBBERY,210.0,,,
201005566.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200514878.0,2.0,901.0,,901.0,,,
200713448.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200905794.0,,888.0,TRESPASSING,888.0,,,
200306777.0,,210.0,ROBBERY,,,,
200515554.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200608950.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
,,626.0,,626.0,,,
201013698.0,2.0,,,,,,
200807988.0,2.0,,,,,,
,2.0,745.0,,,,,
200613639.0,1.0,480.0,,480.0,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200610860.0,1.0,,,330.0,,,
200318075.0,1.0,236.0,,236.0,,,
200415925.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200407935.0,2.0,745.0,,745.0,,,
,2.0,662.0,"BUNCO, GRAND THEFT",,,,
201213786.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200810337.0,1.0,310.0,,,,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200614903.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200705709.0,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
,1.0,,VEHICLE - STOLEN,510.0,,,
200406725.0,1.0,510.0,,510.0,,,
200500595.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200807176.0,1.0,310.0,BURGLARY,,,,
,2.0,662.0,"BUNCO, GRAND THEFT",662.0,,,
200900725.0,1.0,310.0,BURGLARY,,,,
201208487.0,2.0,624.0,,,,,
200209006.0,1.0,,,210.0,,,
200317625.0,1.0,,ROBBERY,,,,
200117026.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
201114217.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200910803.0,,,,210.0,,,
200515428.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201207316.0,1.0,,BURGLARY,310.0,,,
200116249.0,2.0,,,624.0,,,
200122161.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201218233.0,2.0,753.0,DISCHARGE FIREARMS/SHOTS FIRED,753.0,,,
,1.0,,VEHICLE - STOLEN,,,,
200311340.0,,,,740.0,,,
201107421.0,1.0,,,330.0,,,
200612798.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
200911523.0,,,,354.0,,,
200107558.0,2.0,946.0,,946.0,,,
200312184.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200606959.0,2.0,624.0,,624.0,,,
,2.0,354.0,THEFT OF IDENTITY,,,,
200117125.0,,626.0,,,,,
,2.0,740.0,,740.0,,,
201104136.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200909414.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200705954.0,1.0,,"BURGLARY, ATTEMPTED",320.0,,,
,1.0,,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200813091.0,,662.0,,662.0,,,
200607245.0,2.0,354.0,,354.0,,,
200210944.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200211328.0,,900.0,VIOLATION OF COURT ORDER,900.0,,,
200120644.0,2.0,745.0,,,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200314112.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200609165.0,1.0,,,,,,
200614241.0,,310.0,BURGLARY,310.0,,,
200212371.0,1.0,761.0,BRANDISH WEAPON,,,,
200216024.0,,510.0,,510.0,,,
201219167.0,1.0,,,330.0,,,
,1.0,320.0,,320.0,,,
200411830.0,,442.0,,442.0,,,
200617408.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201308563.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200411819.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201010582.0,1.0,310.0,BURGLARY,,,,
201111959.0,,,THEFT OF IDENTITY,354.0,,,
200512053.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,998.0,,
200119409.0,2.0,943.0,,943.0,,,
,,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200412691.0,2.0,662.0,"BUNCO, GRAND THEFT",,,,
200815475.0,1.0,815.0,SEXUAL PENETRATION W/FOREIGN OBJECT,,815.0,,
,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,,,,,,
201009160.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200305746.0,1.0,,,440.0,,,
200311681.0,2.0,,TRESPASSING,888.0,,,
200116474.0,2.0,237.0,CHILD NEGLECT (SEE 300 W.I.C.),237.0,998.0,,
,1.0,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
,1.0,230.0,,,,,
200800658.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,998.0,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200215926.0,1.0,761.0,BRANDISH WEAPON,761.0,,,
201226462.0,,440.0,,440.0,626.0,,
,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
201007898.0,,946.0,OTHER MISCELLANEOUS CRIME,946.0,,,
201223302.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200815258.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200715391.0,,,THEFT OF IDENTITY,,,,
200705159.0,2.0,649.0,DOCUMENT FORGERY / STOLEN FELONY,,,,
200910716.0,,,,,,,
200508435.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,510.0,,,,,
200208489.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200112927.0,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,,,
201014824.0,,510.0,VEHICLE - STOLEN,,,,
200208231.0,1.0,,VEHICLE - STOLEN,510.0,,,
200214957.0,2.0,354.0,THEFT OF IDENTITY,,,,
,1.0,330.0,,,,,
200217744.0,1.0,,,210.0,,,
200614076.0,,331.0,,,,,
200405688.0,1.0,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",341.0,,,
200512894.0,,,,331.0,,,
200510428.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
200910937.0,2.0,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200113923.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200100841.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,998.0,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200918758.0,1.0,220.0,ATTEMPTED ROBBERY,220.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200611686.0,2.0,624.0,,,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200409830.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200617137.0,,330.0,,330.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200210409.0,,510.0,VEHICLE - STOLEN,510.0,,,
200216303.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,1.0,,BRANDISH WEAPON,,998.0,,
200608974.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200510227.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
200611302.0,1.0,231.0,,231.0,,,
,1.0,440.0,,,,,
,2.0,,,626.0,,,
201224786.0,,,ATTEMPTED ROBBERY,,,,
200117246.0,,,INTIMATE PARTNER - AGGRAVATED ASSAULT,,,,
200618911.0,1.0,330.0,,330.0,,,
200105725.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200907773.0,2.0,745.0,,745.0,,,
201108279.0,1.0,,VEHICLE - STOLEN,510.0,,,
200809050.0,2.0,888.0,,888.0,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200704623.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200408491.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,,331.0,,,,,
200115849.0,,,,510.0,,,
,2.0,,CONTEMPT OF COURT,,,,
,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,1.0,,ROBBERY,,,,
200619831.0,,888.0,TRESPASSING,,,,
200309270.0,,,BATTERY - SIMPLE ASSAULT,,,,
201308731.0,,330.0,BURGLARY FROM VEHICLE,,,,
200304366.0,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
200711937.0,,210.0,,210.0,998.0,,
200911665.0,1.0,761.0,BRANDISH WEAPON,,,,
,1.0,,BURGLARY,,998.0,,
200319539.0,1.0,230.0,,230.0,,,
201114953.0,2.0,354.0,THEFT OF IDENTITY,,,,
200508022.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201114175.0,,330.0,BURGLARY FROM VEHICLE,,,,
201207006.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,354.0,,354.0,,,
201222830.0,,,,624.0,,,
200115613.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200709612.0,1.0,,,,,,
200409101.0,1.0,510.0,VEHICLE - STOLEN,,,,
,1.0,,,480.0,,,
200413641.0,1.0,210.0,,210.0,,,
,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
,2.0,623.0,BATTERY POLICE (SIMPLE),623.0,,,
201309457.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
200710975.0,2.0,625.0,OTHER ASSAULT,,,,
200913238.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,,930.0,CRIMINAL THREATS - NO WEAPON DISPLAYED,930.0,,,
,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
201200507.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200817622.0,1.0,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),,,,
201225681.0,2.0,,,,,,
,2.0,626.0,,,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200114961.0,,624.0,,624.0,,,
200307849.0,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
,1.0,230.0,,230.0,,,
200210189.0,1.0,,,220.0,,,
,,740.0,,740.0,,,
,1.0,230.0,,230.0,,,
200320539.0,,,VEHICLE - STOLEN,,,,
200911869.0,2.0,946.0,OTHER MISCELLANEOUS CRIME,946.0,998.0,,
,,341.0,,,,,
,1.0,,,510.0,,,
200614974.0,2.0,,THEFT OF IDENTITY,,,,
201114095.0,,341.0,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
201014434.0,1.0,,ROBBERY,210.0,,,
201205417.0,2.0,,,624.0,,,
200515953.0,1.0,,VEHICLE - STOLEN,510.0,,,
200115748.0,2.0,,LEWD CONDUCT,,,,
,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,,,
,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),,,,
200111479.0,1.0,331.0,,331.0,,,
200619789.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200506478.0,1.0,,BURGLARY,310.0,,,
,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200500669.0,,,BRANDISH WEAPON,761.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200708207.0,2.0,930.0,,930.0,,,
200214294.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201013803.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200315544.0,,210.0,ROBBERY,,,,
201200757.0,2.0,,KIDNAPPING,910.0,,,
200414350.0,,,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,,,,
200405568.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200605441.0,2.0,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,,,
200310793.0,2.0,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
201227282.0,1.0,210.0,ROBBERY,,,,
200810304.0,2.0,956.0,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",956.0,,,
201106961.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
201108326.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200706703.0,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201210972.0,,510.0,VEHICLE - STOLEN,510.0,,,
,1.0,410.0,"BURGLARY FROM VEHICLE, ATTEMPTED",410.0,745.0,,
,,745.0,,,,,
200407766.0,1.0,220.0,ATTEMPTED ROBBERY,220.0,,,
200504931.0,2.0,946.0,OTHER MISCELLANEOUS CRIME,946.0,,,
200411501.0,,510.0,VEHICLE - STOLEN,510.0,,,
200510320.0,1.0,,ROBBERY,210.0,998.0,,
201006989.0,1.0,310.0,BURGLARY,310.0,,,
200809618.0,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),,,,
200410824.0,1.0,510.0,,510.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200714336.0,1.0,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200712002.0,1.0,,,,,,
200208390.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200517182.0,,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200706408.0,1.0,310.0,BURGLARY,310.0,,,
200908225.0,,330.0,BURGLARY FROM VEHICLE,330.0,,,
,,,ARSON,648.0,,,
200616010.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200708803.0,2.0,900.0,,900.0,,,
200411312.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
201005980.0,,,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
200614924.0,2.0,,BATTERY - SIMPLE ASSAULT,,,,
201106380.0,1.0,420.0,,420.0,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
200611210.0,2.0,740.0,,740.0,,,
200209656.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200617484.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,998.0,,
200917690.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200617598.0,1.0,440.0,,440.0,,,
,1.0,310.0,BURGLARY,310.0,,,
200122585.0,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201109350.0,1.0,,,331.0,,,
201111530.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,,220.0,,220.0,,,
,2.0,627.0,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,627.0,,,
200510518.0,2.0,626.0,INTIMATE PARTNER - SIMPLE ASSAULT,626.0,,,
200811448.0,,,VEHICLE - STOLEN,510.0,,,
201307204.0,,510.0,,510.0,,,
200611647.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200617895.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
201010060.0,1.0,,,,,,
200411983.0,,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
,,745.0,,745.0,,,
,,,,,,,
200516994.0,,,VEHICLE - STOLEN,510.0,,,
,2.0,624.0,,624.0,,,
,2.0,624.0,,,,,
,1.0,,VEHICLE - STOLEN,510.0,,,
,,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
201005370.0,1.0,,BURGLARY,310.0,,,
200105267.0,,624.0,,,,,
,1.0,310.0,,310.0,,,
201009156.0,,,,,,,
200317057.0,,,,740.0,,,
200312893.0,2.0,,BATTERY - SIMPLE ASSAULT,,,,
200806549.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
201009493.0,,,THEFT OF IDENTITY,354.0,,,
200113763.0,,310.0,,310.0,,,
200713359.0,2.0,,,624.0,,,
201111460.0,1.0,510.0,VEHICLE - STOLEN,510.0,,,
,2.0,946.0,OTHER MISCELLANEOUS CRIME,,,,
200509330.0,,236.0,INTIMATE PARTNER - AGGRAVATED ASSAULT,236.0,,,
200614257.0,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200208694.0,1.0,220.0,,,,,
201307688.0,1.0,,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,998.0,,
200208249.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,,,
,1.0,,BRANDISH WEAPON,761.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201204861.0,2.0,930.0,,930.0,,,
201107992.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200609117.0,1.0,,,,,,
201110215.0,,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
,2.0,624.0,BATTERY - SIMPLE ASSAULT,,,,
200314062.0,,330.0,BURGLARY FROM VEHICLE,,,,
201115270.0,1.0,310.0,,,,,
200313207.0,,624.0,BATTERY - SIMPLE ASSAULT,,,,
200504246.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
201215064.0,1.0,230.0,,230.0,,,
200619128.0,2.0,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200407654.0,1.0,,VEHICLE - STOLEN,510.0,,,
,2.0,,,745.0,,,
,1.0,330.0,,330.0,,,
200716447.0,1.0,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200500854.0,,230.0,,,998.0,,
200216922.0,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
200516442.0,1.0,,VEHICLE - STOLEN,,,,
200710131.0,2.0,,,946.0,,,
200105604.0,1.0,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
201204593.0,,510.0,VEHICLE - STOLEN,510.0,,,
201000667.0,1.0,210.0,,,,,
200708817.0,1.0,,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,,,
,1.0,,,,,,
201010096.0,,480.0,BIKE - STOLEN,480.0,,,
200315620.0,2.0,626.0,,626.0,,,
200214913.0,2.0,624.0,,624.0,,,
200509741.0,1.0,510.0,,510.0,,,
200708380.0,1.0,330.0,BURGLARY FROM VEHICLE,330.0,,,
200415840.0,,,VEHICLE - STOLEN,510.0,,,
,2.0,,,625.0,,,
200816440.0,,,,,,,
200115130.0,1.0,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,,,
,2.0,740.0,,740.0,,,
201217801.0,1.0,,,510.0,,,
,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200709993.0,1.0,,ROBBERY,210.0,,,
200308984.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,998.0,,
201000931.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,998.0,,
,,624.0,BATTERY - SIMPLE ASSAULT,,,,
200917841.0,2.0,624.0,,624.0,,,
200212113.0,1.0,510.0,,,,,
200119616.0,1.0,310.0,BURGLARY,,,,
,,341.0,,,,,
,1.0,510.0,VEHICLE - STOLEN,,,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,998.0,,
200312161.0,,,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
201100681.0,1.0,,THEFT PLAIN - ATTEMPT,441.0,998.0,,
,2.0,,BATTERY - SIMPLE ASSAULT,624.0,,,
201009984.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200114427.0,1.0,330.0,,330.0,,,
200405567.0,1.0,,VEHICLE - STOLEN,510.0,,,
200112741.0,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
,2.0,624.0,,,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
201104619.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200215124.0,1.0,,VEHICLE - STOLEN,510.0,,,
,1.0,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",230.0,,,
200916182.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200510681.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,,,
,,310.0,BURGLARY,310.0,,,
,2.0,901.0,VIOLATION OF RESTRAINING ORDER,901.0,998.0,,
,,440.0,THEFT PLAIN - PETTY ($950 & UNDER),440.0,,,
200311953.0,1.0,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200113222.0,,230.0,,,,,
,1.0,310.0,BURGLARY,310.0,,,
200908940.0,1.0,331.0,,331.0,,,
200118069.0,2.0,,,626.0,,,
200118805.0,,330.0,BURGLARY FROM VEHICLE,,,,
200716862.0,2.0,354.0,THEFT OF IDENTITY,354.0,,,
200814266.0,1.0,,,,,,
201219958.0,,761.0,BRANDISH WEAPON,626.0,761.0,,
,2.0,625.0,,625.0,,,
,1.0,420.0,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),420.0,,,
201008489.0,1.0,,,230.0,,,
200618059.0,1.0,,ROBBERY,210.0,,,
,2.0,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200906881.0,2.0,745.0,VANDALISM - MISDEAMEANOR ($399 OR UNDER),745.0,,,
,1.0,510.0,VEHICLE - STOLEN,510.0,,,
200710231.0,2.0,626.0,,626.0,,,
,1.0,440.0,,440.0,,,
201208954.0,1.0,510.0,,510.0,,,
200514811.0,,922.0,,,,,
,,331.0,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),331.0,,,
200214854.0,,230.0,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,,,
201009980.0,1.0,310.0,BURGLARY,310.0,,,
200412917.0,,,INTIMATE PARTNER - SIMPLE ASSAULT,,,,
200304622.0,2.0,740.0,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",740.0,,,
200610714.0,1.0,330.0,BURGLARY FROM VEHICLE,,,,
200504645.0,1.0,442.0,SHOPLIFTING - PETTY THEFT ($950 & UNDER),442.0,,,
200504104.0,2.0,624.0,BATTERY - SIMPLE ASSAULT,624.0,,,
200712959.0,,901.0,VIOLATION OF RESTRAINING ORDER,,,,
200609039.0,2.0,,,,,,
